longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-121.4833,37.1175,34,1044,482,2515,241,62.4665,500000,<1H OCEAN
-121.0482,39.0796,42,1140,1900,901,1140,25.4956,500000,INLAND
-122.9764,35.4253,42,3476,1896,801,948,24.9458,500000,<1H OCEAN
-123.8284,39.5957,47,715,858,1553,429,39.6862,500000,<1H OCEAN
-120.1558,35.864,29,2716,2000,720,1164,16.0602,500000,NEAR OCEAN
-123.8733,38.0622,49,2004,572,2330,859,30.4595,500000,<1H OCEAN
-115.4941,40.4574,4,2587,1194,2657,597,91.0521,500000,<1H OCEAN
-117.8004,32.7204,26,1301,650,1725,488,16.425,500000,NEAR OCEAN
-115.8633,34.7832,21,1173,234,2451,704,33.0663,500000,<1H OCEAN
-119.8558,37.8311,5,147,343,2748,147,28.4232,500000,<1H OCEAN
-122.0605,33.508,45,741,494,3203,247,135.0636,500000,NEAR BAY
-121.3972,34.4532,41,4504,750,2439,1126,29.3669,500000,<1H OCEAN
-115.7527,39.6163,39,956,669,894,287,30.4078,500000,<1H OCEAN
-123.0811,32.7453,33,1031,476,543,238,21.8484,500000,<1H OCEAN
-117.3173,38.2953,31,1038,1384,3297,1038,40.7794,500000,<1H OCEAN
-122.0431,32.8245,20,2650,757,2729,1136,47.6883,500000,<1H OCEAN
-120.7683,33.6013,35,2970,1980,2987,990,23.8335,500000,INLAND
-124.2695,36.2082,50,672,392,1539,168,73.3923,500000,NEAR OCEAN
-119.5091,41.6653,13,2028,676,635,1014,47.7139,500000,INLAND
-123.0165,37.6856,18,1186,118,2132,356,67.6079,500000,INLAND
-115.7035,35.4661,6,103,41,2275,62,33.3049,500000,INLAND
-123.3227,36.4076,47,3327,1109,836,1109,46.9224,500000,NEAR BAY
-121.7963,37.9033,28,1309,357,1697,357,35.6849,500000,<1H OCEAN
-124.152,38.3845,31,3228,1883,1538,807,97.2412,500000,NEAR BAY
-114.3712,35.0451,14,312,312,982,134,43.4818,500000,<1H OCEAN
-117.8856,34.3743,2,712,445,2878,267,40.7656,500000,ISLAND
-117.8642,37.2054,42,4248,708,1751,1062,30.8039,500000,<1H OCEAN
-119.1114,38.6261,44,2190,486,3249,730,29.7553,500000,INLAND
-115.6194,40.2575,18,2396,399,104,1198,46.7689,500000,NEAR BAY
-122.8581,38.1316,39,514,514,3291,257,66.3098,500000,<1H OCEAN
-116.3715,39.0781,30,3580,716,2349,1074,26.8926,500000,<1H OCEAN
-116.2288,37.0978,33,3516,2000,2480,1055,43.7518,500000,<1H OCEAN
-123.9387,37.8838,9,2965,1853,1078,1112,45.29,500000,<1H OCEAN
-122.9732,38.5368,32,142,142,368,107,50.2798,500000,INLAND
-118.8285,34.7451,9,226,396,886,170,14.5572,500000,<1H OCEAN
-123.3981,41.3737,12,1098,439,1604,659,23.2835,500000,INLAND
-121.4763,35.7807,19,183,244,1249,183,17.8692,500000,NEAR OCEAN
-120.2633,38.2445,11,325,81,756,122,41.3601,500000,<1H OCEAN
-122.7278,37.8291,47,2293,655,143,983,23.6178,500000,ISLAND
-117.2585,40.6068,2,1981,1981,2471,849,30.1095,500000,NEAR BAY
